Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education Websites,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Engineering Companies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Engineering Firms,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Engineering Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Mechanical Engineering,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,infrastructure development and systems,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Vehicles & Transportation,Affinity segment,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Autos & Vehicles › Motor Vehicles › Motor Vehicles by Brand › Tesla Motors,In-market segment,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Electric Cars,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Electric Vehicles,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Hybrid Cars,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Government & Public Sector Jobs,In-market segment,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Government Contract Opportunities,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Education,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Services › Business Technology › Network Systems & Services,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Archaeology Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Archaeology Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,T-Rex,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Education,In-market segment,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,24-Jan-26,15-Feb-26,Value of College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education,In-market segment,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Current College Students,Detailed demographics,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Academic Journals,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Bill Nye the Science Guy Videos,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Careers in Science,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Chemical Analysis,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Lab Chemical Suppliers,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Laboratory Equipment and Supplies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Laboratory Information Management Systems,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Research Journals,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,STEM Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Science Experiments,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Science and Scientific Research,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Banking & Finance,Affinity segment,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Business Education,In-market segment,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Services › Business Technology,In-market segment,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Graduation,Life event,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Graduation › Recently Graduated,Life event,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Current College Students,Detailed demographics,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Advice,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Growth Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Growth Strategies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Strategies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Digital Strategy Services,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Strategic Planning Tools,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 6 Work - 5.23.2024 - 6.23.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education,In-market segment,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Disaster and Emergency Planning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 8 Disaster Response - 6.27.2024 - 7.27.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Value of College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Highest Level of Educational Attainment › Bachelor's Degree,Detailed demographics,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Agricultural Services for Food Crops,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Agriculture Market News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Agriculture Technology,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Farm Management Software,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Farming,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Information About Agriculture,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
